faimsAttributeID,,Faims true attribute name,faimsEntityAttributeName,mungoAttributeLabelStatic,attributeLocation,faimsVocab,mungoVocab,VocabCountOrder,pictureFilename,infoFilenames,VocabDescription,parentVocabularyName,notesToFAIMSTeam,Actionable,notesToMungoTeam
1.69E+11,1.69154E+11,Stone_-_In_Situ_-_Retouched_Artefacts,Stone_-_In_Situ_-_Retouched_Artefacts,In situ retouched artefacts present,Stone Artefact Clusters,{backed},backed,3,,187_backed.jpg;512_backed.jpg,"Flake (or other blank) with one margin of steep, blunting retouch",,,,
1.69E+11,1.69154E+11,Stone_-_In_Situ_-_Retouched_Artefacts,Stone_-_In_Situ_-_Retouched_Artefacts,In situ retouched artefacts present,Stone Artefact Clusters,{unifpt},unifpt,4,,188_unifpt.jpg,"Retouch on one or more margins, which converges to a point in plan view, initiated from a single surface",,,,
1.69E+11,1.69154E+11,Stone_-_In_Situ_-_Retouched_Artefacts,Stone_-_In_Situ_-_Retouched_Artefacts,In situ retouched artefacts present,Stone Artefact Clusters,{bifacpt},bifac,5,,189_bifac.jpg,Artefact with bifacial retouch i.e.retouch initiated alternatively from 2 opposed faces,,,,
1.69E+11,1.69154E+11,Stone_-_In_Situ_-_Retouched_Artefacts,Stone_-_In_Situ_-_Retouched_Artefacts,In situ retouched artefacts present,Stone Artefact Clusters,{otherru},otherru,6,,190_otherru.jpg,Any other type of retouch or use-wear,,,,
1.69E+11,1.69154E+11,Stone_-_In_Situ_-_Retouched_Artefacts,Stone_-_In_Situ_-_Retouched_Artefacts,In situ retouched artefacts present,Stone Artefact Clusters,{unident},indet,7,,,Artefact too deeply buried or encrusted to determine type,,,,
1.69E+11,1.69154E+11,Stone_-_In_Situ_-_Unmodified_Stone_Types,Stone_-_In_Situ_-_Unmodified_Stone_Types,In situ unmodified rocks present,Stone Artefact Clusters,{nodule},nodule,1,,191_nodule.jpg;192_nodule.jpg,"A large, nodular or rounded cobble (>64 mm maximum dimension)",,,,
1.69E+11,1.69154E+11,Stone_-_In_Situ_-_Unmodified_Stone_Types,Stone_-_In_Situ_-_Unmodified_Stone_Types,In situ unmodified rocks present,Stone Artefact Clusters,{slab},slab,2,,193_slab.jpg,"A thick, flat piece of rock (>64 mm maximum dimension)",,,,
1.69E+11,1.69154E+11,Stone_-_In_Situ_-_Unmodified_Stone_Types,Stone_-_In_Situ_-_Unmodified_Stone_Types,In situ unmodified rocks present,Stone Artefact Clusters,{pebble},pebble,3,,194_pebble.jpg;195_pebble.jpg;196_pebble.jpg,"Small nodular or rounded piece, < 64 mm maximum dimension, unlikely to be useful for artefact manufacture",,,,
1.69E+11,1.69154E+11,Stone_-_In_Situ_-_Unmodified_Stone_Types,Stone_-_In_Situ_-_Unmodified_Stone_Types,In situ unmodified rocks present,Stone Artefact Clusters,{indet},indet,,,,Rock is too deeply buried or encrusted to determine its size and shape,,,,
1.69E+11,1.69154E+11,Stone_-_In_Situ_-_Ground_Stone_Types,Stone_-_In_Situ_-_Ground_Stone_Types,In situ ground stone types present ,Stone Artefact Clusters,{millstone},millstone,1,,197_millstone.jpg,"Large, concave to flattish ground surface",,Amend label and glossary header: In situ ground stone types present ,label is fixed here and description modified in attribute csv,
1.69E+11,1.69154E+11,Stone_-_In_Situ_-_Ground_Stone_Types,Stone_-_In_Situ_-_Ground_Stone_Types,In situ ground stone types present ,Stone Artefact Clusters,{muller},muller,2,,198_muller.jpg,Convex surface with facet from back and forth motion,,,,
1.69E+11,1.69154E+11,Stone_-_In_Situ_-_Ground_Stone_Types,Stone_-_In_Situ_-_Ground_Stone_Types,In situ ground stone types present ,Stone Artefact Clusters,{mortar},mortar,3,,199_mortar.jpg,A circular or oval basin,,,,
1.69E+11,1.69154E+11,Stone_-_In_Situ_-_Ground_Stone_Types,Stone_-_In_Situ_-_Ground_Stone_Types,In situ ground stone types present ,Stone Artefact Clusters,{pestle},pestle,4,,200_pestle.jpg,A cobble with convex of flattish ground end,,,,
1.69E+11,1.69154E+11,Stone_-_In_Situ_-_Ground_Stone_Types,Stone_-_In_Situ_-_Ground_Stone_Types,In situ ground stone types present ,Stone Artefact Clusters,{grooved},grooved,5,,201_grooved.jpg,Single or multiple grooves,,,,
1.69E+11,1.69154E+11,Stone_-_In_Situ_-_Ground_Stone_Types,Stone_-_In_Situ_-_Ground_Stone_Types,In situ ground stone types present ,Stone Artefact Clusters,{amorph},amorph,6,,202_amorph.jpg;203_amorph.jpg;208_refits.jpg,"Poorly defined, or small, discontinuous ground surface, not matching any of the above",,,,
1.69E+11,1.69154E+11,Stone_-_In_Situ_-_Ground_Stone_Types,Stone_-_In_Situ_-_Ground_Stone_Types,In situ ground stone types present ,Stone Artefact Clusters,{undiag},undiag,7,,170_ground.jpg,"Fragmentary, not complete enough to distinguish nature of ground surface",,,,
1.69E+11,1.69154E+11,Stone_-_In_Situ_-_Ground_Stone_Types,Stone_-_In_Situ_-_Ground_Stone_Types,In situ ground stone types present ,Stone Artefact Clusters,{other},other,9,,,Rock with evidence for modification through grinding but not described by any of the above,,,,
1.69E+11,1.69154E+11,Stone_-_In_Situ_-_Ground_Stone_Types,Stone_-_In_Situ_-_Ground_Stone_Types,In situ ground stone types present ,Stone Artefact Clusters,{unident},indet,8,,,Artefact too deeply buried or encrusted to determine type,,,,
1.69E+11,1.69154E+11,Stone_-_In_Situ_-_Ground_Stone_Status,Stone_-_In_Situ_-_Ground_Stone_Status,Status of in situ ground stone artefacts,Stone Artefact Clusters,{whole},whole,1,,205_whole.jpg,Artefact is intact,,amend label and glossary header: Status of in situ ground stone artefacts,label is fixed here and description modified in attribute csv,
1.69E+11,1.69154E+11,Stone_-_In_Situ_-_Ground_Stone_Status,Stone_-_In_Situ_-_Ground_Stone_Status,Status of in situ ground stone artefacts,Stone Artefact Clusters,{fragmented},fragment,2,,206_fragment.jpg;207_fragment.jpg,One or more fragments of a larger artefact or fragments of more than one artefact that do not refit,,,,
1.69E+11,1.69154E+11,Stone_-_In_Situ_-_Ground_Stone_Status,Stone_-_In_Situ_-_Ground_Stone_Status,Status of in situ ground stone artefacts,Stone Artefact Clusters,{refit},refits,3,,208_refits.jpg,"Broken fragments can be refitted back together and/or texture, colour, thickness and/or surface modifications suggest that they are part of the same artefact  ",,,,
1.69E+11,1.69154E+11,Stone_-_In_Situ_-_Ground_Stone_Raw_Material,Stone_-_In_Situ_-_Ground_Stone_Raw_Material,Raw materials for in situ ground stone artefacts,Stone Artefact Clusters,{silcfine},silcfine,,,228_silcfine.jpg,Quartz grains in the matrix are less than 0.25 mm,,amend label and glossary header: Raw materials for in situ ground stone artefacts,label is fixed here and description modified in attribute csv,
1.69E+11,1.69154E+11,Stone_-_In_Situ_-_Ground_Stone_Raw_Material,Stone_-_In_Situ_-_Ground_Stone_Raw_Material,Raw materials for in situ ground stone artefacts,Stone Artefact Clusters,{silcmed},silcmed,,,215_silcmed.jpg;231_silcmed.jpg,Quartz grains in the matrix are 0.25 -- 0.5 mm,,,,
1.69E+11,1.69154E+11,Stone_-_In_Situ_-_Ground_Stone_Raw_Material,Stone_-_In_Situ_-_Ground_Stone_Raw_Material,Raw materials for in situ ground stone artefacts,Stone Artefact Clusters,{silccoarse},silccoarse,,,235_silccoarse.jpg;236_silccoarse.jpg,Quartz grains in the matrix are greater than 0.5mm,,,,
1.69E+11,1.69154E+11,Stone_-_In_Situ_-_Ground_Stone_Raw_Material,Stone_-_In_Situ_-_Ground_Stone_Raw_Material,Raw materials for in situ ground stone artefacts,Stone Artefact Clusters,{silcmicroxtal},silcmicroxtal,,,218_silcmicroxtal.jpg,Naked eye cannot identify grains in the matrix,,,,
1.69E+11,1.69154E+11,Stone_-_In_Situ_-_Ground_Stone_Raw_Material,Stone_-_In_Situ_-_Ground_Stone_Raw_Material,Raw materials for in situ ground stone artefacts,Stone Artefact Clusters,{sandst},sandst,1,,202_amorph.jpg;204_amorph.jpg;245_sandst.jpg;246_sandst.jpg,A clastic sedimentary rock made up of sand-sized minerals or grains,,,,
1.69E+11,1.69154E+11,Stone_-_In_Situ_-_Ground_Stone_Raw_Material,Stone_-_In_Situ_-_Ground_Stone_Raw_Material,Raw materials for in situ ground stone artefacts,Stone Artefact Clusters,{qtzite},qtzite,2,,220_qtzite.jpg;247_qtzite.jpg,"Sugary texture, variable grain size and colour",,,,
1.69E+11,1.69154E+11,Stone_-_In_Situ_-_Ground_Stone_Raw_Material,Stone_-_In_Situ_-_Ground_Stone_Raw_Material,Raw materials for in situ ground stone artefacts,Stone Artefact Clusters,{ironst},ironst,3,,243_ironst.jpg,Sedimentary rock containing iron-rich minerals,,,,
1.69E+11,1.69154E+11,Stone_-_In_Situ_-_Ground_Stone_Raw_Material,Stone_-_In_Situ_-_Ground_Stone_Raw_Material,Raw materials for in situ ground stone artefacts,Stone Artefact Clusters,{other},other,4,,517_gs raw material other_carb.jpg,"For example, carbonate (record in annotations)",,,,
1.69E+11,1.69154E+11,Stone_-_In_Situ_-_Ground_Stone_Raw_Material,Stone_-_In_Situ_-_Ground_Stone_Raw_Material,Raw materials for in situ ground stone artefacts,Stone Artefact Clusters,{unident},unident,,,,raw material could not be identified,,,,
1.69E+11,1.69154E+11,Stone_-_In_Situ_-_Ground_Stone_Raw_Material,Stone_-_In_Situ_-_Ground_Stone_Raw_Material,Raw materials for in situ ground stone artefacts,Stone Artefact Clusters,{indet},indet,5,,,Artefact is too deeply buried or encrusted to identify raw material,,,,
1.69E+11,1.69154E+11,Stone_-_In_Situ_-_Surface_Modification,Stone_-_In_Situ_-_Surface_Modification,Surface modification on in situ artefacts,Stone Artefact Clusters,{none},none,,,248_none.jpg,"Fresh, unaltered surfaces",,amend label and glossary header: Surface modification on in situ artefacts,label is fixed here and description modified in attribute csv,
1.69E+11,1.69154E+11,Stone_-_In_Situ_-_Surface_Modification,Stone_-_In_Situ_-_Surface_Modification, Surface modification on in situ artefacts,Stone Artefact Clusters,{algal},algal,1,,249_algal.jpg;250_algal.jpg,"A dense carbonate coating, often with a texture resembling cauliflower",,,,
1.69E+11,1.69154E+11,Stone_-_In_Situ_-_Surface_Modification,Stone_-_In_Situ_-_Surface_Modification, Surface modification on in situ artefacts,Stone Artefact Clusters,{carb},carb,2,,251_carb.jpg;252_carb.jpg;253_carb.jpg,A thin or powdery coating of calcium carbonate,,,,
1.69E+11,1.69154E+11,Stone_-_In_Situ_-_Surface_Modification,Stone_-_In_Situ_-_Surface_Modification, Surface modification on in situ artefacts,Stone Artefact Clusters,{abraded},abraded,3,,254_abraded.jpg,A scored or scratched surface and/or rounded and worn down flake scar ridges and margins,,,,
1.69E+11,1.69154E+11,Stone_-_In_Situ_-_Surface_Modification,Stone_-_In_Situ_-_Surface_Modification, Surface modification on in situ artefacts,Stone Artefact Clusters,{polish},polish,4,,255_polished & abraded.jpg;256_polished & abraded.jpg,"Smoothed and glossy surface, flake scar ridges and margins may be muted",,,,
1.69E+11,1.69154E+11,Stone_-_In_Situ_-_Surface_Modification,Stone_-_In_Situ_-_Surface_Modification, Surface modification on in situ artefacts,Stone Artefact Clusters,{other},other,5,,,Any surface modification not listed above (record in annotations),,,,
1.69E+11,1.69154E+11,Stone_-_In_Situ_-_Surface_Modification,Stone_-_In_Situ_-_Surface_Modification, Surface modification on in situ artefacts,Stone Artefact Clusters,{indet},indet,,,182_indet.jpg;183_indet.jpg,Artefact too deeply buried to determine modification,,,,
1.69E+11,1.69154E+11,Stone_-_In_Situ_-_Potential_Refits,Stone_-_In_Situ_-_Potential_Refits,obsolete?,Stone Artefact Clusters,,,,,,,,,,
1.69E+11,1.69154E+11,Stone_-_In_Situ_-_Chipped_Stone_Raw_Material,Stone_-_In_Situ_-_Chipped_Stone_Raw_Material,Raw materials for in situ chipped stone artefacts,Stone Artefact Clusters,{silcfine},silcfine,1,,186_scraper.jpg;209_silcfine.jpg;210_silcfine.jpg;211_silcfine.jpg;212_silcfine.jpg;213_silcfine.jpg;214_silcfine.jpg,Quartz grains in the matrix are < 0.25 mm,,amend label and glossary header: Raw materials for in situ chipped stone artefacts,label is fixed here and description modified in attribute csv,
1.69E+11,1.69154E+11,Stone_-_In_Situ_-_Chipped_Stone_Raw_Material,Stone_-_In_Situ_-_Chipped_Stone_Raw_Material,Raw materials for in situ chipped stone artefacts,Stone Artefact Clusters,{silcmed},silcmed,2,,215_silcmed.jpg,Quartz grains in the matrix are 0.25 -- 0.5 mm,,,,
1.69E+11,1.69154E+11,Stone_-_In_Situ_-_Chipped_Stone_Raw_Material,Stone_-_In_Situ_-_Chipped_Stone_Raw_Material,Raw materials for in situ chipped stone artefacts,Stone Artefact Clusters,{silccoarse},silccoarse,3,,216_ silccoarse.jpg;217_silccoarse.jpg,Quartz grains in the matrix are greater than 0.5mm,,,,
1.69E+11,1.69154E+11,Stone_-_In_Situ_-_Chipped_Stone_Raw_Material,Stone_-_In_Situ_-_Chipped_Stone_Raw_Material,Raw materials for in situ chipped stone artefacts,Stone Artefact Clusters,{silcmicroxtal},silcmicroxtal,4,,218_silcmicroxtal.jpg,Naked eye cannot identify grains in the matrix,,,,
1.69E+11,1.69154E+11,Stone_-_In_Situ_-_Chipped_Stone_Raw_Material,Stone_-_In_Situ_-_Chipped_Stone_Raw_Material,Raw materials for in situ chipped stone artefacts,Stone Artefact Clusters,{qtzite},qtzite,5,,220_qtzite.jpg;221_qtzite.jpg;222_qtzite.jpg;223_qtzite.jpg;224_silcfine vs qtzite.jpg,"Sugary texture, variable grain size and colour",,,,
1.69E+11,1.69154E+11,Stone_-_In_Situ_-_Chipped_Stone_Raw_Material,Stone_-_In_Situ_-_Chipped_Stone_Raw_Material,Raw materials for in situ chipped stone artefacts,Stone Artefact Clusters,{qtz},qtz,6,,225_qtz.jpg;226_qtz.jpg,"A clear, white, milky white or rose coloured mineral ",,,,
1.69E+11,1.69154E+11,Stone_-_In_Situ_-_Chipped_Stone_Raw_Material,Stone_-_In_Situ_-_Chipped_Stone_Raw_Material,Raw materials for in situ chipped stone artefacts,Stone Artefact Clusters,{other},other,7,,227_other_carbonate.jpg,"For example, carbonate (record in annotations)",,,,
1.69E+11,1.69154E+11,Stone_-_In_Situ_-_Chipped_Stone_Raw_Material,Stone_-_In_Situ_-_Chipped_Stone_Raw_Material,Raw materials for in situ chipped stone artefacts,Stone Artefact Clusters,{unident},unident,,,,raw material could not be identified,,,,
1.69E+11,1.69154E+11,Stone_-_In_Situ_-_Chipped_Stone_Raw_Material,Stone_-_In_Situ_-_Chipped_Stone_Raw_Material,Raw materials for in situ chipped stone artefacts,Stone Artefact Clusters,{indet},indet,8,,,Artefact too deeply buried or surface too encrusted to determine raw material,,,,
1.69E+11,1.69154E+11,Stone_-_In_Situ_-_Unmodified_Stone_Raw_Material,Stone_-_In_Situ_-_Unmodified_Stone_Raw_Material,Raw materials for in situ unmodified rock,Stone Artefact Clusters,{silcfine},silcfine,1,,228_silcfine.jpg;229_silcfine.jpg;230_silcfine.jpg,Quartz grains in the matrix are < 0.25 mm,amend label and glossary header: Raw materiald for in situ  unmodified rocks,,,
1.69E+11,1.69154E+11,Stone_-_In_Situ_-_Unmodified_Stone_Raw_Material,Stone_-_In_Situ_-_Unmodified_Stone_Raw_Material,Raw materials for in situ unmodified rock,Stone Artefact Clusters,{silcmed},silcmed,2,,215_silcmed.jpg;231_silcmed.jpg;232_silcmed.jpg;234_silcmed.jpg,Quartz grains in the matrix are 0.25 -- 0.5 mm,,,,
1.69E+11,1.69154E+11,Stone_-_In_Situ_-_Unmodified_Stone_Raw_Material,Stone_-_In_Situ_-_Unmodified_Stone_Raw_Material,Raw materials for in situ unmodified rock,Stone Artefact Clusters,{silccoarse},silccoarse,3,,235_silccoarse.jpg;236_silccoarse.jpg,Quartz grains in the matrix are greater than 0.5mm,,,,
1.69E+11,1.69154E+11,Stone_-_In_Situ_-_Unmodified_Stone_Raw_Material,Stone_-_In_Situ_-_Unmodified_Stone_Raw_Material,Raw materials for in situ unmodified rock,Stone Artefact Clusters,{silcmicroxtal},silcmicroxtal,4,,218_silcmicroxtal.jpg,Naked eye cannot identify grains in the matrix,,,,
1.69E+11,1.69154E+11,Stone_-_In_Situ_-_Unmodified_Stone_Raw_Material,Stone_-_In_Situ_-_Unmodified_Stone_Raw_Material,Raw materials for in situ unmodified rock,Stone Artefact Clusters,{qtzite},qtzite,,,220_qtzite.jpg;237_qtzite.jpg;238_qtzite.jpg,"Sugary texture, variable grain size and colour",,,,
1.69E+11,1.69154E+11,Stone_-_In_Situ_-_Unmodified_Stone_Raw_Material,Stone_-_In_Situ_-_Unmodified_Stone_Raw_Material,Raw materials for in situ unmodified rock,Stone Artefact Clusters,{qtz},qtz,,,239_qtz.jpg;240_qtz.jpg;241_qtz.jpg,"A clear, white, milky white or rose coloured mineral ",,,,
1.69E+11,1.69154E+11,Stone_-_In_Situ_-_Unmodified_Stone_Raw_Material,Stone_-_In_Situ_-_Unmodified_Stone_Raw_Material,Raw materials for in situ unmodified rock,Stone Artefact Clusters,{ironst},ironst,5,,242_ironst.jpg;243_ironst.jpg,Sedimentary rock containing iron-rich minerals,,,,
1.69E+11,1.69154E+11,Stone_-_In_Situ_-_Unmodified_Stone_Raw_Material,Stone_-_In_Situ_-_Unmodified_Stone_Raw_Material,Raw materials for in situ unmodified rock,Stone Artefact Clusters,{sandst},sandst,6,,169_um.jpg,A clastic sedimentary rock made up of sand-sized minerals or grains,,,,
1.69E+11,1.69154E+11,Stone_-_In_Situ_-_Unmodified_Stone_Raw_Material,Stone_-_In_Situ_-_Unmodified_Stone_Raw_Material,Raw materials for in situ unmodified rock,Stone Artefact Clusters,{other},other,7,,244_other_carbonate.jpg,"For example, carbonate (record in annotations)",,,,
1.69E+11,1.69154E+11,Stone_-_In_Situ_-_Unmodified_Stone_Raw_Material,Stone_-_In_Situ_-_Unmodified_Stone_Raw_Material,Raw materials for in situ unmodified rock,Stone Artefact Clusters,{unident},unident,,,,raw material could not be identified,,,,
1.69E+11,1.69154E+11,Stone_-_In_Situ_-_Unmodified_Stone_Raw_Material,Stone_-_In_Situ_-_Unmodified_Stone_Raw_Material,Raw materials for in situ unmodified rock,Stone Artefact Clusters,{indet},indet,8,,,Artefact is too deeply buried or encrusted to identify raw material,,,,
1.69E+11,1.69154E+11,Stone_-_In_Situ_-_Unmodified_Raw_Materials,Stone_-_In_Situ_-_Unmodified_Raw_Materials,Unmodified raw material types present,Stone Artefact Clusters,{silcfine},silcfine,1,,228_silcfine.jpg;229_silcfine.jpg;230_silcfine.jpg,Quartz grains in the matrix are < 0.25 mm,,this is a repeat - see above,? (wait & see),
1.69E+11,1.69154E+11,Stone_-_In_Situ_-_Unmodified_Raw_Materials,Stone_-_In_Situ_-_Unmodified_Raw_Materials,Unmodified raw material types present,Stone Artefact Clusters,{silcmed},silcmed,2,,215_silcmed.jpg;231_silcmed.jpg;232_silcmed.jpg;234_silcmed.jpg,Quartz grains in the matrix are 0.25 -- 0.5 mm,,this is a repeat - see above,? (wait & see),
1.69E+11,1.69154E+11,Stone_-_In_Situ_-_Unmodified_Raw_Materials,Stone_-_In_Situ_-_Unmodified_Raw_Materials,Unmodified raw material types present,Stone Artefact Clusters,{silccoarse},silccoarse,3,,235_silccoarse.jpg;236_silccoarse.jpg,Quartz grains in the matrix are greater than 0.5mm,,this is a repeat - see above,? (wait & see),
1.69E+11,1.69154E+11,Stone_-_In_Situ_-_Unmodified_Raw_Materials,Stone_-_In_Situ_-_Unmodified_Raw_Materials,Unmodified raw material types present,Stone Artefact Clusters,{silcmicroxtal},silcmicroxtal,4,,218_silcmicroxtal.jpg,Naked eye cannot identify grains in the matrix,,this is a repeat - see above,? (wait & see),
1.69E+11,1.69154E+11,Stone_-_In_Situ_-_Unmodified_Raw_Materials,Stone_-_In_Situ_-_Unmodified_Raw_Materials,Unmodified raw material types present,Stone Artefact Clusters,{qtzite},qtzite,,,220_qtzite.jpg;237_qtzite.jpg;238_qtzite.jpg,"Sugary texture, variable grain size and colour",,this is a repeat - see above,? (wait & see),
1.69E+11,1.69154E+11,Stone_-_In_Situ_-_Unmodified_Raw_Materials,Stone_-_In_Situ_-_Unmodified_Raw_Materials,Unmodified raw material types present,Stone Artefact Clusters,{qtz},qtz,,,239_qtz.jpg;240_qtz.jpg;241_qtz.jpg,"A clear, white, milky white or rose coloured mineral ",,this is a repeat - see above,? (wait & see),
1.69E+11,1.69154E+11,Stone_-_In_Situ_-_Unmodified_Raw_Materials,Stone_-_In_Situ_-_Unmodified_Raw_Materials,Unmodified raw material types present,Stone Artefact Clusters,{ironst},ironst,5,,242_ironst.jpg;243_ironst.jpg,Sedimentary rock containing iron-rich minerals,,this is a repeat - see above,? (wait & see),
1.69E+11,1.69154E+11,Stone_-_In_Situ_-_Unmodified_Raw_Materials,Stone_-_In_Situ_-_Unmodified_Raw_Materials,Unmodified raw material types present,Stone Artefact Clusters,{sandst},sandst,6,,169_um.jpg,A clastic sedimentary rock made up of sand-sized minerals or grains,,this is a repeat - see above,? (wait & see),
1.69E+11,1.69154E+11,Stone_-_In_Situ_-_Unmodified_Raw_Materials,Stone_-_In_Situ_-_Unmodified_Raw_Materials,Unmodified raw material types present,Stone Artefact Clusters,{other},other,7,,244_other_carbonate.jpg,"For example, carbonate (record in annotations)",,this is a repeat - see above,? (wait & see),
1.69E+11,1.69154E+11,Stone_-_In_Situ_-_Unmodified_Stone_Raw_Material,Stone_-_In_Situ_-_Unmodified_Stone_Raw_Material,Unmodified raw material types present,Stone Artefact Clusters,{unident},unident,,,,raw material could not be identified,,this is a repeat - see above,? (wait & see),
1.69E+11,1.69154E+11,Stone_-_In_Situ_-_Unmodified_Raw_Materials,Stone_-_In_Situ_-_Unmodified_Raw_Materials,Unmodified raw material types present,Stone Artefact Clusters,{indet},indet,8,,,Artefact is too deeply buried or encrusted to identify raw material,,this is a repeat - see above,? (wait & see),
,#N/A,#N/A,,Potential Refits,,,,,,166_surfrefit.jpg;167_surfrefit.jpg;258_refits.jpg;259_refits.jpg;260_refits.jpg,"in the annotations, record the number of potential refits for each raw material",,"please add Potential Refits if surfrefit is selected - number of refits will be typed into annotations, eg. Silcrete:6; qtzite:1; glossary header: Number of refits amongst the in situ artefacts",UI change that needs to be scoped,
1.69E+11,1.69154E+11,Stone_-_Surface_-_Potential_Refits,Stone_-_Surface_-_Potential_Refits,obsolete?,Stone Artefact Clusters,,,,,,,,,,
1.69E+11,1.69154E+11,Stone_-_Surface_-_Stone_Artefacts,Stone_-_Surface_-_Stone_Artefacts,Surface stone artefacts present,Stone Artefact Clusters,{cs},cs,1,,168_cs.jpg,Chipped stone,,check glossary header: Surface stone artefacts present,,
1.69E+11,1.69154E+11,Stone_-_Surface_-_Stone_Artefacts,Stone_-_Surface_-_Stone_Artefacts,Surface stone artefacts present,Stone Artefact Clusters,{um},um,2,,169_um.jpg,Unmodified stone,,,,
1.69E+11,1.69154E+11,Stone_-_Surface_-_Stone_Artefacts,Stone_-_Surface_-_Stone_Artefacts,Surface stone artefacts present,Stone Artefact Clusters,{gs},ground,3,,170_ground.jpg,Ground stone,,,,
1.69E+11,1.69154E+11,Stone_-_Surface_-_Stone_Artefacts,Stone_-_Surface_-_Stone_Artefacts,Surface stone artefacts present,Stone Artefact Clusters,{indet},indet,,,,Artefact too deeply buried or encrusted  to determine type,,,,
1.69E+11,1.69154E+11,Stone_-_Surface_-_Chipped_Stone_Artefacts,Stone_-_Surface_-_Chipped_Stone_Artefacts,Surface chipped stone artefacts present,Stone Artefact Clusters,{ru},ru,1,,171_ru.jpg;172_ru.jpg,Retouched/utilised artefact,,amend glossary header: Surface chipped stone artefacts present,description modified in attribute csv,
1.69E+11,1.69154E+11,Stone_-_Surface_-_Chipped_Stone_Artefacts,Stone_-_Surface_-_Chipped_Stone_Artefacts,Surface chipped stone artefacts present,Stone Artefact Clusters,{co},co,2,,174_co.jpg;175_co.jpg;176_co.jpg;177_co.jpg,Core,,,,
1.69E+11,1.69154E+11,Stone_-_Surface_-_Chipped_Stone_Artefacts,Stone_-_Surface_-_Chipped_Stone_Artefacts,Surface chipped stone artefacts present,Stone Artefact Clusters,{deb},deb,3,,168_cs.jpg;178_deb.jpg;179_deb.jpg,"Flaking debris, including whole flakes, broken flakes and angular fragments",,,,
1.69E+11,1.69154E+11,Stone_-_Surface_-_Chipped_Stone_Artefacts,Stone_-_Surface_-_Chipped_Stone_Artefacts,Surface chipped stone artefacts present,Stone Artefact Clusters,{hammer},hammer,4,,180_hammer.jpg;181_hammer.jpg,cobble with pitting or rounding on one or both ends,,,,
1.69E+11,1.69154E+11,Stone_-_Surface_-_Chipped_Stone_Artefacts,Stone_-_Surface_-_Chipped_Stone_Artefacts,Surface chipped stone artefacts present,Stone Artefact Clusters,{indet},indet,5,,182_indet.jpg;183_indet.jpg,Artefact too deeply buried or encrusted to determine type,,,,
1.69E+11,1.69154E+11,Stone_-_Surface_-_Retouched_Artefacts,Stone_-_Surface_-_Retouched_Artefacts,Surface retouched artefacts present,Stone Artefact Clusters,{notch},notch,1,,184_notch.jpg,Retouch that creates one or more concavities along the margin of the tool,,amend glossary header to: Surface retouched artefacts present,description modified in attribute csv,
1.69E+11,1.69154E+11,Stone_-_Surface_-_Retouched_Artefacts,Stone_-_Surface_-_Retouched_Artefacts,Surface retouched artefacts present,Stone Artefact Clusters,{scraper},scraper,2,,171_ru.jpg;185_scraper.jpg;186_scraper.jpg,Flake (or other blank) with one or more margins of retouch,,,,
1.69E+11,1.69154E+11,Stone_-_Surface_-_Retouched_Artefacts,Stone_-_Surface_-_Retouched_Artefacts,Surface retouched artefacts present,Stone Artefact Clusters,{backed},backed,3,,187_backed.jpg;512_backed.jpg,"Flake (or other blank) with one margin of steep, blunting retouch",,,,
1.69E+11,1.69154E+11,Stone_-_Surface_-_Retouched_Artefacts,Stone_-_Surface_-_Retouched_Artefacts,Surface retouched artefacts present,Stone Artefact Clusters,{unifpt},unifpt,4,,188_unifpt.jpg,"Retouch on one or more margins, which converges to a point in plan view, initiated from a single surface",,,,
1.69E+11,1.69154E+11,Stone_-_Surface_-_Retouched_Artefacts,Stone_-_Surface_-_Retouched_Artefacts,Surface retouched artefacts present,Stone Artefact Clusters,{bifac},bifac,5,,189_bifac.jpg,Artefact with bifacial retouch i.e.retouch initiated alternatively from 2 opposed faces,,,,
1.69E+11,1.69154E+11,Stone_-_Surface_-_Retouched_Artefacts,Stone_-_Surface_-_Retouched_Artefacts,Surface retouched artefacts present,Stone Artefact Clusters,{otherru},otherru,6,,190_otherru.jpg,Any other type of retouch or use-wear,,,,
1.69E+11,1.69154E+11,Stone_-_Surface_-_Retouched_Artefacts,Stone_-_Surface_-_Retouched_Artefacts,Surface retouched artefacts present,Stone Artefact Clusters,{indet},indet,,,,Artefact too deeply buried or surface too encrusted to determine type,,,,
1.69E+11,1.69154E+11,Stone_-_Surface_-_Unmodified_Stone_Types,Stone_-_Surface_-_Unmodified_Stone_Types,Surface unmodified rocks present,Stone Artefact Clusters,{nodule},nodule,1,,191_nodule.jpg;192_nodule.jpg,"A large, nodular or rounded cobble (>64 mm maximum dimension)",,amend glossary header: Unmodified rocks present on surface,description modified in attribute csv,
1.69E+11,1.69154E+11,Stone_-_Surface_-_Unmodified_Stone_Types,Stone_-_Surface_-_Unmodified_Stone_Types,Surface unmodified rocks present,Stone Artefact Clusters,{slab},slab,2,,193_slab.jpg,"A thick, flat piece of rock (>64 mm maximum dimension)",,,,
1.69E+11,1.69154E+11,Stone_-_Surface_-_Unmodified_Stone_Types,Stone_-_Surface_-_Unmodified_Stone_Types,Surface unmodified rocks present,Stone Artefact Clusters,{pebble},pebble,3,,194_pebble.jpg;195_pebble.jpg;196_pebble.jpg,"Small nodular or rounded piece, < 64 mm maximum dimension, unlikely to be useful for artefact manufacture",,,,
