faimsAttributeID,,Faims true attribute name,faimsEntityAttributeName,mungoAttributeLabelStatic,attributeLocation,faimsVocab,mungoVocab,VocabCountOrder,pictureFilename,infoFilenames,VocabDescription,parentVocabularyName,notesToFAIMSTeam,Actionable,notesToMungoTeam
1.69E+11,1.69154E+11,OldBone_-_Grid_Square,OldBone_-_Grid_Square,Grid Square,Bone,,,,,,,,,,
1.69E+11,1.69154E+11,OldBone_-_ID_Number,OldBone_-_ID_Number,ID Number,Bone,,,,,,,,,,
1.69E+11,1.69154E+11,OldBone_-_Cluster_Type,OldBone_-_Cluster_Type,Cluster Type,Bone,{boneOnly},Bone Only,1,,,,,,,
1.69E+11,1.69154E+11,OldBone_-_Cluster_Type,OldBone_-_Cluster_Type,Cluster Type,Bone,{boneAndOtherMaterial},Bone and other material,2,,,,,,,
1.69E+11,1.69154E+11,OldBone_-_Cluster_Type,OldBone_-_Cluster_Type,Cluster Type,Bone,{insitBO},insitbo,1,,362_insitbo.jpg;363_insitbo.jpg;364_insitbo.jpg;365_insitbo_section.JPG;366_insitbo.jpg;367_bone insitu.jpg;368_in sit bo if cropped.jpg;369_in sit bone 4.jpg;370_in situ bone.jpg,"2 or more in situ elements, a set of in situ articulated elements, or an in situ skeleton, not associated with any other in situ or surface material",{boneOnly},,,
1.69E+11,1.69154E+11,OldBone_-_Cluster_Type,OldBone_-_Cluster_Type,Cluster Type,Bone,{surfBO},surfbo,2,,372_surfbo.jpg;373_surfbo.jpg;374_surfbo.jpg;375_frag surf bo.jpg;376_surfbo_&recement.jpg,"discrete cluster of bones of a similar type (part of same element or same skeleton, or in a similar state of preservation) on the surface, but in a topographic and sedimentary context indicating that they have not been transported",{boneOnly},,,
1.69E+11,1.69154E+11,OldBone_-_Cluster_Type,OldBone_-_Cluster_Type,Cluster Type,Bone,{insitAndSurf},insit&surf,3,,377_insit&surf.jpg;378_insit&surf.JPG;379_insit and surf bo.jpg,"2 or more in situ elements, a set of in situ articulated elements, or an in situ skeleton, plus a discrete surface cluster of bones of a similar type",{boneOnly},,,
1.69E+11,1.69154E+11,OldBone_-_Cluster_Type,OldBone_-_Cluster_Type,Cluster Type,Bone,{inistAndOth},insit&oth,1,,,"in situ bone cluster as defined above, associated with other material, either in situ or on the surface",{boneAndOtherMaterial},,,
1.69E+11,1.69154E+11,OldBone_-_Cluster_Type,OldBone_-_Cluster_Type,Cluster Type,Bone,{surfAndOth},surf&oth,2,,,"surface bone cluster as defined above, associated with other material, either in situ or on the surface",{boneAndOtherMaterial},,,
1.69E+11,1.69154E+11,OldBone_-_Cluster_Type,OldBone_-_Cluster_Type,Cluster Type,Bone,{bothAndOth},both&oth,3,,,"in situ and surface bone cluster as defined above, associated with other material, either in situ or on the surface",{boneAndOtherMaterial},,,
1.69E+11,1.69154E+11,OldBone_-_Proportion_of_material_that_remains_in_situ,OldBone_-_Proportion_of_material_that_remains_in_situ,Proportion of material that remains in situ,Bone,{most},most,1,,380_most.JPG;381_most_wombat.JPG;382_most_snake.jpg;383_most.jpg,the majority of the visible bone is in situ,,,,
1.69E+11,1.69154E+11,OldBone_-_Proportion_of_material_that_remains_in_situ,OldBone_-_Proportion_of_material_that_remains_in_situ,Proportion of material that remains in situ,Bone,{some},some,2,,384_some.jpg;385_some.jpg,at least some of the bone is in situ,,,,
1.69E+11,1.69154E+11,OldBone_-_Proportion_of_material_that_remains_in_situ,OldBone_-_Proportion_of_material_that_remains_in_situ,Proportion of material that remains in situ,Bone,{surface},surface,3,,386_surface.jpg;387_surface.jpg;388_surface_burned bone.jpg,no bone is embedded in sediment,,,,
1.69E+11,1.69154E+11,OldBone_-_Proportion_of_material_that_remains_in_situ,OldBone_-_Proportion_of_material_that_remains_in_situ,Proportion of material that remains in situ,Bone,{recement},recement,4,,389_recement.jpg;390_recement_in rill.jpg;391_recement_bettong.jpg,"the bone appears to be in situ, but there is a high likelihood that it is actually cemented in redeposited sediment",,,,
1.69E+11,1.69154E+11,OldBone_-_Proportion_of_material_that_remains_in_situ,OldBone_-_Proportion_of_material_that_remains_in_situ,Proportion of material that remains in situ,Bone,{ambiguous},ambiguous,5,,392_ambiguous.jpg;393_ambiguous.jpg,"the bone appears to be in situ, but it is impossible to say whether it is actually recemented",,,,
1.69E+11,1.69154E+11,OldBone_-_Body_Parts_Identifed,OldBone_-_Body_Parts_Identifed,Body Parts Identified,Bone,{cranAndTooth},cran+teeth,1,,394_cran+teeth_bettong.jpg;395_cran+teeth.jpg;396_cran+teeth.jpg,"cranial elements, including maxilla with teeth",,,,
1.69E+11,1.69154E+11,OldBone_-_Body_Parts_Identifed,OldBone_-_Body_Parts_Identifed,Body Parts Identified,Bone,{cranNoTooth},cran-teeth,2,,397_cran-teeth.jpg;398_cran-teeth_ mand+teeth.jpg,cranial elements (with or without maxilla) but no teeth,,,,
1.69E+11,1.69154E+11,OldBone_-_Body_Parts_Identifed,OldBone_-_Body_Parts_Identifed,Body Parts Identified,Bone,{mandAndteeth},mand+teeth,3,,383_most.jpg;399_mand+teeth.jpg;400_mand+teeth.jpg;401_mand+teeth.jpg;402_mand+teeth.jpg;403_mand+teeth.jpg;;431_wombat_mand&teeth.jpg,"lower jaw, with teeth",,,,
1.69E+11,1.69154E+11,OldBone_-_Body_Parts_Identifed,OldBone_-_Body_Parts_Identifed,Body Parts Identified,Bone,{mandNoteeth},mand-teeth,4,,404_mand-teeth.jpg;405_mand-teeth.jpg,lower jaw without teeth,,,,
1.69E+11,1.69154E+11,OldBone_-_Body_Parts_Identifed,OldBone_-_Body_Parts_Identifed,Body Parts Identified,Bone,{limb},limb,5,,406_limb.jpg;407_limb.jpg;408_limb.jpg;409_limb.jpg;410_limb_hand.JPG,"limb bones including scapula (shoulder), humerus (upper arm), radius/ulna (lower arm), wrist, hand & finger bones, femur (thigh), tibia/fibula (lower leg), ankle, heel, foot & toe bones",,,,
1.69E+11,1.69154E+11,OldBone_-_Body_Parts_Identifed,OldBone_-_Body_Parts_Identifed,Body Parts Identified,Bone,{axial},axial,6,,364_insitbo.jpg;411_axial.jpg;412_axial.jpg;413_axial.jpg,"axial elements: vertebrae, sternum and ribs",,,,
1.69E+11,1.69154E+11,OldBone_-_Body_Parts_Identifed,OldBone_-_Body_Parts_Identifed,Body Parts Identified,Bone,{allparts},allparts,7,,414_allparts.jpg;415_allparts.jpg;416_allparts.jpg,"some elements of each of cranial, limb and axial bones",,,,
1.69E+11,1.69154E+11,OldBone_-_Body_Parts_Identifed,OldBone_-_Body_Parts_Identifed,Body Parts Identified,Bone,{otoliths},otoliths,8,,417_otoliths_golden perch.jpg;418_otoliths_silverperch.jpg;419_otoliths_murraycod.jpg;420_otolith-2.jpg;421_otolith.jpg,"fish ear bone, diagnostic of taxon; common taxa are Golden Perch, Silver Perch, Murray Cod (if identified, record in annotations)",,,,
1.69E+11,1.69154E+11,OldBone_-_Body_Parts_Identifed,OldBone_-_Body_Parts_Identifed,Body Parts Identified,Bone,{glith},glith,9,,422_glith.jpg,gastroliths,,,,
1.69E+11,1.69154E+11,OldBone_-_Body_Parts_Identifed,OldBone_-_Body_Parts_Identifed,Body Parts Identified,Bone,{exoskel},exoskel,10,,423_exoskel.jpg,exoskeleton,,,,
1.69E+11,1.69154E+11,OldBone_-_Body_Parts_Identifed,OldBone_-_Body_Parts_Identifed,Body Parts Identified,Bone,{scute},scute,11,,424_scute.jpg,bony plate from the shell of a turtle,,,,
1.69E+11,1.69154E+11,OldBone_-_Body_Parts_Identifed,OldBone_-_Body_Parts_Identifed,Body Parts Identified,Bone,{other},other,12,,,specific elements not listed above (record in annotation),,,,
1.69E+11,1.69154E+11,OldBone_-_Body_Parts_Identifed,OldBone_-_Body_Parts_Identifed,Body Parts Identified,Bone,{unident},unident,13,,425_unident_long bone elements.jpg;426_unident_teeth.jpg,"potentially diagnostic features are present (articular ends, muscle markings, teeth, distinctive size/shape) but have not been identified by the recorder",,,,
1.69E+11,1.69154E+11,OldBone_-_Body_Parts_Identifed,OldBone_-_Body_Parts_Identifed,Body Parts Identified,Bone,{undiag},undiag,14,,427_undiag.jpg;428_undiag.jpg;429_undiag.jpg;430_undiag.jpg;527_undiag bone 1.jpg,"shape and size are not diagnostic of body part and no other diagnostic features are preserved (teeth, muscle markings, articular ends)",,,,
1.69E+11,1.69154E+11,OldBone_-_Taxon_Identified,OldBone_-_Taxon_Identified,Taxon Identified,Bone,{wombat},wombat,1,,396_cran+teeth.jpg;414_allparts.jpg;377_insit&surf.jpg;381_most_wombat.JPG;431_wombat_mand&teeth.jpg;432_wombat_teeth.jpg,"wombats have a distinctive morphology: broad flat skull, 2 incisors, no canine, molars that grow continuosly; they often died in their burrows, so are common in the record",,,,
1.69E+11,1.69154E+11,OldBone_-_Taxon_Identified,OldBone_-_Taxon_Identified,Taxon Identified,Bone,{bettong},bettong,2,,528_bettong cranium & maxilla.jpg;403_mand+teeth.jpg;433_bettong mand.jpg,"small burrowing marsupial with a distinctive, crested pre-molar, common in the record",,,,
1.69E+11,1.69154E+11,OldBone_-_Taxon_Identified,OldBone_-_Taxon_Identified,Taxon Identified,Bone,{macropod},macropod,3,,399_mand+teeth.jpg;434_macropod_skull&jaw.jpg;435_macropod_jaw&pc.jpg;436_macropod_skull&jaw.jpg,"kangaroos (Western Grey, Eastern Grey, Red Kangaroo) and wallabies (e.g. hare-wallaby, nail-tail wallaby)",,,,
1.69E+11,1.69154E+11,OldBone_-_Taxon_Identified,OldBone_-_Taxon_Identified,Taxon Identified,Bone,{smallmars},smallmars,4,,437_smallmars_Dasyurid.jpg,"small marsupial (other than bettong), for example, bandicoot, dasyurid, dunnart",,,,
1.69E+11,1.69154E+11,OldBone_-_Taxon_Identified,OldBone_-_Taxon_Identified,Taxon Identified,Bone,{carnivore},carnivore,5,,440_carnivore_TasmanianDevil.jpg;523_tas devil.jpg;524_Tas Devil jaw.jpg;525_thylacine.jpg;438_carnivore_Thylacine.jpg;439_carnivore_dog.jpg;526_thylacine v dog.jpg,"carnivores have long, sharp teeth designed for ripping, tearing or cutting  flesh, for example, Thylacine (Tasmanian tiger), Sarcophilus (Tasmanian Devil)",,,,
1.69E+11,1.69154E+11,OldBone_-_Taxon_Identified,OldBone_-_Taxon_Identified,Taxon Identified,Bone,{rodent},rodent,6,,441_rodent.jpg;442_rodent.jpg,small mammal with distinctive incisors in upper & lower jaws,,,,
1.69E+11,1.69154E+11,OldBone_-_Taxon_Identified,OldBone_-_Taxon_Identified,Taxon Identified,Bone,{mega},mega,7,,443_mega.jpg,"remains of megafauna, recognized on basis of large size compared to extant relatives",,,,
1.69E+11,1.69154E+11,OldBone_-_Taxon_Identified,OldBone_-_Taxon_Identified,Taxon Identified,Bone,{mammal},mammal,8,,365_insitbo_section.JPG;369_in sit bone 4.jpg;514_mammal bone.jpg,characteristic of terrestrial mammal bone but more precise taxonomic identification not made,,,,
1.69E+11,1.69154E+11,OldBone_-_Taxon_Identified,OldBone_-_Taxon_Identified,Taxon Identified,Bone,{reptile},reptile,9,,382_most_snake.jpg;424_scute.jpg;444_reptile_small.jpg;445_reptile_large.jpg;513_reptile jaw.jpg,"turtles, snakes and lizards",,,,
1.69E+11,1.69154E+11,OldBone_-_Taxon_Identified,OldBone_-_Taxon_Identified,Taxon Identified,Bone,{emu},emu,10,,449_emu skeleton.jpg;447_emu_Skull.jpg;446_emu_PelvicGirdle.jpg,most emu bones are heavy and solid in contrast to those of flying birds which are lightweight & hollow,,,,
1.69E+11,1.69154E+11,OldBone_-_Taxon_Identified,OldBone_-_Taxon_Identified,Taxon Identified,Bone,{birdother},birdother,11,,450_birdother.jpg,"bird other than emu; many bird bones are hollow, others have air pockets within semi-hollow bones",,,,
1.69E+11,1.69154E+11,OldBone_-_Taxon_Identified,OldBone_-_Taxon_Identified,Taxon Identified,Bone,{fish},fish,12,,453_fish_skeleton.jpg;452_fish.jpg;451_fishbone otoliths.jpg;454_otoliths & fishbone.jpg;417_otoliths_golden perch.jpg;418_otoliths_silverperch.jpg;419_otoliths_murraycod.jpg,"common taxa are Golden Perch, Silver Perch & Murray Cod but other taxa could be present; identified on basis of otoliths (record in annotations)",,,,
1.69E+11,1.69154E+11,OldBone_-_Taxon_Identified,OldBone_-_Taxon_Identified,Taxon Identified,Bone,{crustac},crustac,13,,423_exoskel.jpg;422_glith.jpg;456_crustacean.jpg,crustacean including freshwater crayfish ,,,,
1.69E+11,1.69154E+11,OldBone_-_Taxon_Identified,OldBone_-_Taxon_Identified,Taxon Identified,Bone,{other},other,14,,530_Other_echidna.jpg,"amphibian, echidna or a more precise taxonomic identification not listed above (record in annotations)",,,,
1.69E+11,1.69154E+11,OldBone_-_Taxon_Identified,OldBone_-_Taxon_Identified,Taxon Identified,Bone,{unident},unident,15,,425_unident_long bone elements.jpg;426_unident_teeth.jpg,"potentially diagnostic features are present (articular ends, muscle markings, teeth, distinctive size/shape) but have not been identified by the recorder",,,,
1.69E+11,1.69154E+11,OldBone_-_Taxon_Identified,OldBone_-_Taxon_Identified,Taxon Identified,Bone,{undiag},undiag,16,,428_undiag.jpg;430_undiag.jpg,"shape and size are not diagnostic of taxon and no other diagnostic features are preserved (teeth, muscle markings, articular ends) ",,,,
1.69E+11,1.69154E+11,OldBone_-_Bone_Preservation,OldBone_-_Bone_Preservation,Bone Preservation,Bone,{good},good,1,,457_good.jpg,surface of the bone appears fresh and unaltered,,,done,
1.69E+11,1.69154E+11,OldBone_-_Bone_Preservation,OldBone_-_Bone_Preservation,Bone Preservation,Bone,{orgstain},orgstain,2,,458_orgstain.jpg;459_orgstain.jpg;460_orgstain.jpg,brownish staining (of varying intensity) from contact with decaying plant and animal matter when buried,,,,
1.69E+11,1.69154E+11,OldBone_-_Bone_Preservation,OldBone_-_Bone_Preservation,Bone Preservation,Bone,{minstain},minstain,3,,461_minstain.jpg,flecks of manganese or other dark minerals,,,,
1.69E+11,1.69154E+11,OldBone_-_Bone_Preservation,OldBone_-_Bone_Preservation,Bone Preservation,Bone,{soft},soft,4,,462_soft.jpg,bone is soft and friable,,,,
1.69E+11,1.69154E+11,OldBone_-_Bone_Preservation,OldBone_-_Bone_Preservation,Bone Preservation,Bone,{carb},carb,5,,463_carb.jpg;464_carb.jpg,carbonate encrustation on surface of bone,,,,
1.69E+11,1.69154E+11,OldBone_-_Bone_Preservation,OldBone_-_Bone_Preservation,Bone Preservation,Bone,{weathpost},weathpost,6,,465_weathpost.jpg;507_weathpost.jpg,"post exposure bleaching, cracking, splitting of bone",,,,
1.69E+11,1.69154E+11,OldBone_-_Bone_Preservation,OldBone_-_Bone_Preservation,Bone Preservation,Bone,{weathpre},weathpre,7,,466_weathpre.jpg;467_weathpre.jpg;468_weather pre.jpg,"pre-burial cracking, splitting or corrosioin of bone as a result of sub-aerial weathering",,,,
1.69E+11,1.69154E+11,OldBone_-_Bone_Preservation,OldBone_-_Bone_Preservation,Bone Preservation,Bone,{fragpost},fragpost,8,,469_fragpost.jpg;470_fragpost.jpg;471_fragpost.jpg;427_undiag.jpg,post-exposure fragmentation and splintering of bone,,,,
1.69E+11,1.69154E+11,OldBone_-_Bone_Preservation,OldBone_-_Bone_Preservation,Bone Preservation,Bone,{fragpre},fragpre,9,,472_fragpre&post.jpg,evidence for breakage prior to fossilisation,,,,
1.69E+11,1.69154E+11,OldBone_-_Bone_Preservation,OldBone_-_Bone_Preservation,Bone Preservation,Bone,{polish},polish,10,,508_polished & abraded.jpg,smoothed surface with glossy appearance,,,,
1.69E+11,1.69154E+11,OldBone_-_Bone_Preservation,OldBone_-_Bone_Preservation,Bone Preservation,Bone,{abraded},abraded,11,,509_abraded.jpg,"scored or scratched surface, muted, rounded edges and/or muscle markings",,,,
1.69E+11,1.69154E+11,OldBone_-_Bone_Preservation,OldBone_-_Bone_Preservation,Bone Preservation,Bone,{indet},indet,12,,,bone is too deeply buried or encrusted to assess modification,,,,
1.69E+11,1.69154E+11,OldBone_-_Bone_Preservation,OldBone_-_Bone_Preservation,Bone Preservation,Bone,{other},other,13,,,modification not described by any of the above (record in annotations),,,,
1.69E+11,1.69154E+11,OldBone_-_Deliberate_Surface_Modification,OldBone_-_Deliberate_Surface_Modification,Deliberate Surface Modification,Bone,{none},none,1,,457_good.jpg,surfaces appear fresh and unaltered,,,,
1.69E+11,1.69154E+11,OldBone_-_Deliberate_Surface_Modification,OldBone_-_Deliberate_Surface_Modification,Deliberate Surface Modification,Bone,{toothmarks},toothmarks,2,,479_toothmarks.jpg;480_toothmarks.jpg,"puncture or gnaw marks left by carnivores, snakes or rodents",,,,
1.69E+11,1.69154E+11,OldBone_-_Deliberate_Surface_Modification,OldBone_-_Deliberate_Surface_Modification,Deliberate Surface Modification,Bone,{burned},burned,3,,473_burned.jpg;474_burned.jpg;475_burned.jpg;476_burned.jpg;477_burnt & Unburnt.jpg,charred or calcined,,,,
1.69E+11,1.69154E+11,OldBone_-_Deliberate_Surface_Modification,OldBone_-_Deliberate_Surface_Modification,Deliberate Surface Modification,Bone,{cutmarks},cutmarks,4,,481_cutmarks.jpg;482_cutmarks.jpg,fine grooves running across the organic structures that may have been made by stone tools,,,,
1.69E+11,1.69154E+11,OldBone_-_Deliberate_Surface_Modification,OldBone_-_Deliberate_Surface_Modification,Deliberate Surface Modification,Bone,{impact},impact,5,,483_impact.jpg,"impact feature, flake scar or flake resulting from hammerstone impact ",,,,
1.69E+11,1.69154E+11,OldBone_-_Deliberate_Surface_Modification,OldBone_-_Deliberate_Surface_Modification,Deliberate Surface Modification,Bone,{other},other,6,,,modification not described by any of the above (record in annotations),,,,
1.69E+11,1.69154E+11,OldBone_-_Deliberate_Surface_Modification,OldBone_-_Deliberate_Surface_Modification,Deliberate Surface Modification,Bone,{indet},indet,7,,,object is too deeply buried or encrusted to assess modification,,,,
1.69E+11,1.69154E+11,OldBone_-_Topographic_Setting,OldBone_-_Topographic_Setting,Topographic Setting,Bone,{platform},platform,1,2_platform2.jpg,2_platform2.jpg;3_platform_resid.jpg,"broad, flat platform exposure",,,,
1.69E+11,1.69154E+11,OldBone_-_Topographic_Setting,OldBone_-_Topographic_Setting,Topographic Setting,Bone,{less6Degree},<6degree,2,4_slope <6.jpg,4_slope <6.jpg,slightly sloping surface,,,,
1.69E+11,1.69154E+11,OldBone_-_Topographic_Setting,OldBone_-_Topographic_Setting,Topographic Setting,Bone,{6To12Degree},6-12degree,3,5_slope 6 to 12.jpg,5_slope 6 to 12.jpg,moderately sloping surface,,,,
1.69E+11,1.69154E+11,OldBone_-_Topographic_Setting,OldBone_-_Topographic_Setting,Topographic Setting,Bone,{greater12Degree},>12degree,4,8_slop>12_ridge rill.jpg,6_slope>12.jpg;7_slope>12_shallrill.jpg;8_slop>12_ridge rill.jpg,more steeply sloping surface,,,,
1.69E+11,1.69154E+11,OldBone_-_Topographic_Setting,OldBone_-_Topographic_Setting,Topographic Setting,Bone,{shallrill},shallrill,5,10_shallrill.jpg,7_slope>12_shallrill.jpg;10_shallrill.jpg,within a shallow rill,,,,
1.69E+11,1.69154E+11,OldBone_-_Topographic_Setting,OldBone_-_Topographic_Setting,Topographic Setting,Bone,{rillfloor},rillfloor,6,11_Rill floor side.jpg,11_Rill floor side.jpg,"in the floor of a deep rill (strong, vertical rilling in clay-rich sediments)",,,,
1.69E+11,1.69154E+11,OldBone_-_Topographic_Setting,OldBone_-_Topographic_Setting,Topographic Setting,Bone,{rillwall},rillwall,7,11_Rill floor side.jpg,11_Rill floor side.jpg,"in the wall of a deep rill (strong, vertical rilling in clay-rich sediments)",,,,
1.69E+11,1.69154E+11,OldBone_-_Topographic_Setting,OldBone_-_Topographic_Setting,Topographic Setting,Bone,{ridge},ridge,8,12_ridge.jpg,12_ridge.jpg;15_shalgalflandwall_ridge.jpg;17_shallow gully_ridge.jpg,on a narrow ridge in heavily eroded area,,,,
1.69E+11,1.69154E+11,OldBone_-_Topographic_Setting,OldBone_-_Topographic_Setting,Topographic Setting,Bone,{ridgerill},ridgerill,9,8_slop>12_ridge rill.jpg,13_ridge_rill.jpg;14_ridge rill deep rills.jpg;8_slop>12_ridge rill.jpg,feature in a heavily eroded area is cut by deep rills and straddles rill wall and rill flow,,,,
1.69E+11,1.69154E+11,OldBone_-_Topographic_Setting,OldBone_-_Topographic_Setting,Topographic Setting,Bone,{shalgulfl},shalgulfl,10,15_shalgalflandwall_ridge.jpg,17_shallow gully_ridge.jpg;15_shalgalflandwall_ridge.jpg;16_shallow gully floor wall.jpg,in the floor of a gully less than 1.5m wide or deep,,,,
1.69E+11,1.69154E+11,OldBone_-_Topographic_Setting,OldBone_-_Topographic_Setting,Topographic Setting,Bone,{shalgulwal},shalgulwal,11,17_shallow gully_ridge.jpg,17_shallow gully_ridge.jpg;15_shalgalflandwall_ridge.jpg;16_shallow gully floor wall.jpg,in the wall of a gully less than 1.5m wide or deep,,,,
1.69E+11,1.69154E+11,OldBone_-_Topographic_Setting,OldBone_-_Topographic_Setting,Topographic Setting,Bone,{deepgulfl},deepgulfl,12,18_deepgulwal_deepgulfl.jpg,18_deepgulwal_deepgulfl.jpg;19_deep gully wall floor.jpg,in the floor of a gully greater than 1.5m wide and deep,,,,
1.69E+11,1.69154E+11,OldBone_-_Topographic_Setting,OldBone_-_Topographic_Setting,Topographic Setting,Bone,{deepgulwal},deepgulwal,13,18_deepgulwal_deepgulfl.jpg,18_deepgulwal_deepgulfl.jpg;19_deep gully wall floor.jpg,in the wall of a gully greater than 1.5m wide and deep,,,,
1.69E+11,1.69154E+11,OldBone_-_Topographic_Setting,OldBone_-_Topographic_Setting,Topographic Setting,Bone,{residtop},residtop,14,20_residual side top.jpg,20_residual side top.jpg;15_shalgalfandwall_ridge.jpg,flat surface on top of a residual,,,,
1.69E+11,1.69154E+11,OldBone_-_Topographic_Setting,OldBone_-_Topographic_Setting,Topographic Setting,Bone,{residside},residside,15,20_residual side top.jpg,20_residual side top.jpg;15_shalgalfandwall_ridge.jpg,in the side of a residual,,,,
1.69E+11,1.69154E+11,OldBone_-_Topographic_Setting,OldBone_-_Topographic_Setting,Topographic Setting,Bone,{chanfloor},chanfloor,16,21_chanfloor_chanwall.jpg,21_chanfloor_chanwall.jpg;22_outwash channel.jpg,in the floor of a modern outwash channel,,,,
1.69E+11,1.69154E+11,OldBone_-_Topographic_Setting,OldBone_-_Topographic_Setting,Topographic Setting,Bone,{chanwall},chanwall,17,21_chanfloor_chanwall.jpg,21_chanfloor_chanwall.jpg;22_outwash channel.jpg,in the wall of a modern outwash channel,,,,
1.69E+11,1.69154E+11,OldBone_-_Topographic_Setting,OldBone_-_Topographic_Setting,Topographic Setting,Bone,{other},other,18,23_alluvialFan.jpg,24_modern mobile dune.jpg;23_alluvialFan.jpg,"topographic setting not described above, eg. Lake floor (record in annotations)",,,,
1.69E+11,1.69154E+11,OldBone_-_Sediment_Type,OldBone_-_Sediment_Type,Sediment Type,Bone,{redsand},redsand,1,30_redsand.jpg,25_red sand exposure.jpg;26_red sand exposure.jpg;29_red sand in residual CROP LABEL.jpg;28_brn sand red sand section.jpg;27_ red sand & clay.jpg;30_redsand.jpg,quartz sand of a reddish colour,,,,
1.69E+11,1.69154E+11,OldBone_-_Sediment_Type,OldBone_-_Sediment_Type,Sediment Type,Bone,{brownsand},brownsand,2,34_brownsand section.jpg,31_brown sand CROP .jpg;32_brn sand & red sand LABEL.jpg;33_brn sand residual.jpg;28_brn sand red sand section.jpg;34_brownsand section.jpg;35_brn sand close.jpg,quartz sands of a brownish colour,,,,
1.69E+11,1.69154E+11,OldBone_-_Sediment_Type,OldBone_-_Sediment_Type,Sediment Type,Bone,{whitesand},whitesand,3,36_white sand exposure LABEL.jpg,36_white sand exposure LABEL.jpg;37_white sand close exposure LABEL.jpg;39_white sand vs clay LABEL.jpg,sand that is clean (no clay) and white,,,,
1.69E+11,1.69154E+11,OldBone_-_Sediment_Type,OldBone_-_Sediment_Type,Sediment Type,Bone,{othersand},othersand,4,40_greenclay_pink sand CROP LABEL.jpg,40_greenclay_pink sand CROP LABEL.jpg,quartz sands of a different colour (eg pink),,,,
1.69E+11,1.69154E+11,OldBone_-_Sediment_Type,OldBone_-_Sediment_Type,Sediment Type,Bone,{clayeysand},clayeysand,5,43_clayey sand close.jpg,41_clayeysand.jpg;42_clayey sand exposure CROP SKY.jpg;43_clayey sand close.jpg,quartz sands that contain some clay,,,,
1.69E+11,1.69154E+11,OldBone_-_Sediment_Type,OldBone_-_Sediment_Type,Sediment Type,Bone,{laminarsand},laminarsand,6,44_laminarsand exposure.jpg,44_laminarsand exposure.jpg;45_laminar residual.jpg;46_laminar sand bedding CROP foreground.jpg;47_laminar sand section CROP sky foreground.jpg,"fine laminae of quartz sands, clayey sands and clays; brown colour, sands predominate",,,,
1.69E+11,1.69154E+11,OldBone_-_Sediment_Type,OldBone_-_Sediment_Type,Sediment Type,Bone,{redlamsand},redlamsand,7,49_red lam sand section.jpg,48_red lam sand exposure.jpg;49_red lam sand section.jpg,red sands preserving fine bedding,,,,
1.69E+11,1.69154E+11,OldBone_-_Sediment_Type,OldBone_-_Sediment_Type,Sediment Type,Bone,{unconsolsand},unconsolsand,8,51_unconsolid sand bedding.jpg,50_unsolid sand exposure.jpg;51_unconsolid sand bedding.jpg;52_exposure carb ledges.jpg;53_unconsolid sand close up.jpg,"unconsolidated sands, sometimes with thin horizons of carbonate (archaeology bearing)",,,,
1.69E+11,1.69154E+11,OldBone_-_Sediment_Type,OldBone_-_Sediment_Type,Sediment Type,Bone,{modernaeolian},modernaeolian,9,54_modern aeolian exposure.jpg,54_modern aeolian exposure.jpg;55_mod aeolian covering site.jpg;56_mod aeolian detail.jpg,shifting veneer of unconsolidated sands or coppice sands,,,,
1.69E+11,1.69154E+11,OldBone_-_Sediment_Type,OldBone_-_Sediment_Type,Sediment Type,Bone,{pelletalclay},pelletalclay,10,57_pc in exposure CROP.jpg,57_pc in exposure CROP.jpg;58_pc exposure 2.jpg;59_pc gully section.jpg;60_pc close up CROP.jpg,grey clays made up of clay pellets,,,,
1.69E+11,1.69154E+11,OldBone_-_Sediment_Type,OldBone_-_Sediment_Type,Sediment Type,Bone,{alternat},alternat,11,62_alt in residual CROP.jpg,61_alt in exposure.jpg;62_alt in residual CROP.jpg;63_alt in plan.jpg;64_alt in section.jpg,alternating beds of pelletal clay and quartz sand,,,,
1.69E+11,1.69154E+11,OldBone_-_Sediment_Type,OldBone_-_Sediment_Type,Sediment Type,Bone,{clay-alt},clay-alt,12,65_clay_alt.jpg,65_clay_alt.jpg,distinct bed of pelletal clay within a sequence of alternating sands and clays,,,,
1.69E+11,1.69154E+11,OldBone_-_Sediment_Type,OldBone_-_Sediment_Type,Sediment Type,Bone,{sand-alt},sand-alt,13,66_sand_alt.jpg,66_sand_alt.jpg,distinct bed of quartz sand within a sequence of alternating sands and clays,,,,
1.69E+11,1.69154E+11,OldBone_-_Sediment_Type,OldBone_-_Sediment_Type,Sediment Type,Bone,{bluelam-alt},bluelam-alt,14,68_blue lam plan.jpg,67_blue lam exposure CROP.jpg;68_blue lam plan.jpg;69_blue lam detail CROP.jpg,"mm-thick, but laterally traceable lens of clay with distinct 'blue' colour",,,,
1.69E+11,1.69154E+11,OldBone_-_Sediment_Type,OldBone_-_Sediment_Type,Sediment Type,Bone,{greenclay},greenclay,15,70_greenclay exposure.jpg,70_greenclay exposure.jpg;40_greenclay_pink sand CROP LABEL.jpg,clay of a green colour,,,,
1.69E+11,1.69154E+11,OldBone_-_Sediment_Type,OldBone_-_Sediment_Type,Sediment Type,Bone,{redsoil},redsoil,16,72_redsoil plan.jpg,73_redsoil2.jpg;72_redsoil plan.jpg;71_red soil profile CROP.jpg,soil of a reddish colour,,,,
