faimsAttributeID,faimsEntityAttributeName,attributeLocation,faimsVocab,mungoVocab,VocabCountOrder,pictureFilename,infoFilenames,VocabDescription,parentVocabularyName,notesToFAIMSTeam,notesToMungoTeam
169153919085,Hearth_-_Proportion_of_material_that_remains_in_situ,Hearth,{other},other,6,missing.jpg,missing.jpg; missing.jpg,,,,
169153862095,Hearth_-_Modification_of_heat-retainer_hearths,Hearth,{none},none,1,,,"Hearth structure is largely maintained, hearthstones are in good conditions",,,
169153862095,Hearth_-_Modification_of_heat-retainer_hearths,Hearth,{frag},frag,2,,,Material highly fragmented,,,
169153862095,Hearth_-_Modification_of_heat-retainer_hearths,Hearth,{dispers},dispers,3,,,Material widely dispersed from in situ or clustered part of hearth,,,
169153862095,Hearth_-_Modification_of_heat-retainer_hearths,Hearth,{polish},polish,4,,,Hearthstones are smoothed and glossy material,,,
169153862095,Hearth_-_Modification_of_heat-retainer_hearths,Hearth,{other},other,5,,,Record in notes,,,
169153910563,Hearth_-_Modification_of_non-heat_retainer_hearths,Hearth,{none},none,1,,,Hearth structure is intact and hearth material is largely unweathered,,,
169153910563,Hearth_-_Modification_of_non-heat_retainer_hearths,Hearth,{weather},weather,2,,,"Hearth material has started to weather and/or crumble, but the feature remains largely intact",,,
169153910563,Hearth_-_Modification_of_non-heat_retainer_hearths,Hearth,{root},root,3,,,roots or root channels running through the hearth,,,
169153910563,Hearth_-_Modification_of_non-heat_retainer_hearths,Hearth,{incrill},incrill,4,,,Incipient rill network extending to edge of hearth or cutting back into it,,,
169153910563,Hearth_-_Modification_of_non-heat_retainer_hearths,Hearth,{rill},rill,5,,,Well-developed rills are cutting through the hearth,,,
169153910563,Hearth_-_Modification_of_non-heat_retainer_hearths,Hearth,{undercut},undercut,6,,,Underlying sediment has been removed through erosion,,,
169153910563,Hearth_-_Modification_of_non-heat_retainer_hearths,Hearth,{gul},gul,7,,,Feature is bisected by an established gully,,,
169153910563,Hearth_-_Modification_of_non-heat_retainer_hearths,Hearth,{frag},frag,8,,,"Components of the hearth (eg. baked sediment, emu eggshell) are highly fragmented",,,
169153910563,Hearth_-_Modification_of_non-heat_retainer_hearths,Hearth,{disp},disp,9,,,"Components of the hearth (eg. baked sediment, emu eggshell) are widely dispersed from in situ or tightly clustered surface material",,,
169153910563,Hearth_-_Modification_of_non-heat_retainer_hearths,Hearth,{fragdisp},fragdisp,10,,,Components of the hearth are fragmented and dispersed,,,
169153910563,Hearth_-_Modification_of_non-heat_retainer_hearths,Hearth,{other},other,11,,,,,,
169153952410,Hearth_-_Topographic_Setting,Hearth,{platform},platform,1,missing.jpg,missing.jpg; missing.jpg,"Broad, flat platform exposure",,,
169153952410,Hearth_-_Topographic_Setting,Hearth,{less6Degree},<6degree,2,missing.jpg,missing.jpg; missing.jpg,Slightly sloping surface,,,
169153952410,Hearth_-_Topographic_Setting,Hearth,{6To12Degree},6-12degree,3,missing.jpg,missing.jpg; missing.jpg,Moderately sloping surface,,,
169153952410,Hearth_-_Topographic_Setting,Hearth,{greater12Degree},>12degree,4,missing.jpg,missing.jpg; missing.jpg,More steeply sloping surface,,,
169153952410,Hearth_-_Topographic_Setting,Hearth,{shallrill},shallrill,5,missing.jpg,missing.jpg; missing.jpg,Within a shallow rill,,,
169153952410,Hearth_-_Topographic_Setting,Hearth,{rillfloor},rillfloor,6,missing.jpg,missing.jpg; missing.jpg,"In the floor of a deep rill (strong, vertical rilling in clay-rich sediments)",,,
169153952410,Hearth_-_Topographic_Setting,Hearth,{rillwall},rillwall,7,missing.jpg,missing.jpg; missing.jpg,"In the wall of a deep rill (strong, vertical rilling in clay-rich sediments)",,,
169153952410,Hearth_-_Topographic_Setting,Hearth,{ridge},ridge,8,missing.jpg,missing.jpg; missing.jpg,On a narrow ridge in heavily eroded area,,,
169153952410,Hearth_-_Topographic_Setting,Hearth,{ridgerill},ridgerill,9,missing.jpg,missing.jpg; missing.jpg,Feature in a heavily eroded area is cut by deep rills and straddles rill wall and rill flow,,,
169153952410,Hearth_-_Topographic_Setting,Hearth,{shalgulfl},shalgulfl,10,missing.jpg,missing.jpg; missing.jpg,In the floor of a gully less than 1.5m wide or deep,,,
169153952410,Hearth_-_Topographic_Setting,Hearth,{shalgulwal},shalgulwal,11,missing.jpg,missing.jpg; missing.jpg,In the wall of a gully less than 1.5m wide or deep,,,
169153952410,Hearth_-_Topographic_Setting,Hearth,{deepgulfl},deepgulfl,12,missing.jpg,missing.jpg; missing.jpg,In the floor of a gully greater than 1.5m wide and deep,,,
169153952410,Hearth_-_Topographic_Setting,Hearth,{deepgulwal},deepgulwal,13,missing.jpg,missing.jpg; missing.jpg,In the wall of a gully greater than 1.5m wide and deep,,,
169153952410,Hearth_-_Topographic_Setting,Hearth,{residtop},residtop,14,missing.jpg,missing.jpg; missing.jpg,Flat surface on top of a residual,,,
169153952410,Hearth_-_Topographic_Setting,Hearth,{residside},residside,15,missing.jpg,missing.jpg; missing.jpg,In the side of a residual,,,
169153952410,Hearth_-_Topographic_Setting,Hearth,{chanfloor},chanfloor,16,missing.jpg,missing.jpg; missing.jpg,In the floor of a modern outwash channel,,,
169153952410,Hearth_-_Topographic_Setting,Hearth,{chanwall},chanwall,17,missing.jpg,missing.jpg; missing.jpg,In the wall of a modern outwash channel,,,
169153952410,Hearth_-_Topographic_Setting,Hearth,{allfan},allfan,18,missing.jpg,missing.jpg; missing.jpg,modern alluvial fan,,,
169153952410,Hearth_-_Topographic_Setting,Hearth,{other},other,19,missing.jpg,missing.jpg; missing.jpg,,,,
169153918525,Hearth_-_Sediment_Type,Hearth,{redsand},redsand,1,missing.jpg,missing.jpg; missing.jpg,quartz sand of a reddish colour,,,
169153918525,Hearth_-_Sediment_Type,Hearth,{brownsand},brownsand,2,missing.jpg,missing.jpg; missing.jpg,quartz sands of a brownish colour,,,
169153918525,Hearth_-_Sediment_Type,Hearth,{whitesand},whitesand,3,missing.jpg,missing.jpg; missing.jpg,sand that is clean (no clay) and white,,,
169153918525,Hearth_-_Sediment_Type,Hearth,{othersand},othersand,4,missing.jpg,missing.jpg; missing.jpg,quartz sands of a different colour (eg pink),,,
169153918525,Hearth_-_Sediment_Type,Hearth,{clayeysand},clayeysand,5,missing.jpg,missing.jpg; missing.jpg,quartz sands that contain some clay,,,
169153918525,Hearth_-_Sediment_Type,Hearth,{laminarsand},laminarsand,6,missing.jpg,missing.jpg; missing.jpg,"fine laminae of quartz sands, clayey sands and clays; brown colour, sands predominate",,,
169153918525,Hearth_-_Sediment_Type,Hearth,{redlamsand},redlamsand,7,missing.jpg,missing.jpg; missing.jpg,red sands preserving fine bedding,,,
169153918525,Hearth_-_Sediment_Type,Hearth,{unconsolsand},unconsolsand,8,missing.jpg,missing.jpg; missing.jpg,"unconsolidated sands, sometimes with thin horizons of carbonate (archaeology bearing)",,,
169153918525,Hearth_-_Sediment_Type,Hearth,{modernaeolian},modernaeolian,9,missing.jpg,missing.jpg; missing.jpg,"shifting veneer of unconsolidated sands, coppice sands",,,
169153918525,Hearth_-_Sediment_Type,Hearth,{pelletalclay},pelletalclay,10,missing.jpg,missing.jpg; missing.jpg,grey clays made up of clay pellets,,,
169153918525,Hearth_-_Sediment_Type,Hearth,{alternat},alternat,11,missing.jpg,missing.jpg; missing.jpg,alternating beds of pelletal clay and quartz sand,,,
169153918525,Hearth_-_Sediment_Type,Hearth,{clay-alt},clay-alt,12,missing.jpg,missing.jpg; missing.jpg,distinct bed of pelletal clay within a sequence of alternating sands and clays,,,
169153918525,Hearth_-_Sediment_Type,Hearth,{sand-alt},sand-alt,13,missing.jpg,missing.jpg; missing.jpg,distinct bed of quartz sand within a sequence of alternating sands and clays,,,
169153918525,Hearth_-_Sediment_Type,Hearth,{bluelam-alt},bluelam-alt,14,missing.jpg,missing.jpg; missing.jpg,"mm-thick, but laterally traceable lens of clay with distinct 'blue' colour",,,
169153918525,Hearth_-_Sediment_Type,Hearth,{greenclay},greenclay,15,missing.jpg,missing.jpg; missing.jpg,clay of a green colour,,,
169153918525,Hearth_-_Sediment_Type,Hearth,{redsoil},redsoil,16,missing.jpg,missing.jpg; missing.jpg,soil of a reddish colour,,,
169153918525,Hearth_-_Sediment_Type,Hearth,{brownsoil},brownsoil,17,missing.jpg,missing.jpg; missing.jpg,soil of a brownish colour,,,
169153918525,Hearth_-_Sediment_Type,Hearth,{darksoil},darksoil,18,missing.jpg,missing.jpg; missing.jpg,"soil with greyish to dark greyish colour, carbonate rich",,,
169153918525,Hearth_-_Sediment_Type,Hearth,{carbsoft},carbsoft,19,missing.jpg,missing.jpg; missing.jpg,sediment containing diffuse soil carbonate (C horizon),,,
169153918525,Hearth_-_Sediment_Type,Hearth,{carbnodule},carbnodule,20,missing.jpg,missing.jpg; missing.jpg,sediment containing hard carbonate nodules (C horizon),,,
169153918525,Hearth_-_Sediment_Type,Hearth,{carbpavemt},carbpavemt,21,missing.jpg,missing.jpg; missing.jpg,well developed in situ soil carbonates forming a solid pavement,,,
169153918525,Hearth_-_Sediment_Type,Hearth,{carblag},carblag,22,missing.jpg,missing.jpg; missing.jpg,"broken up, angular pieces of carbonate nodules, root traces, burrows, rhizomorphs representing a reworked lag",,,
169153918525,Hearth_-_Sediment_Type,Hearth,{finesilt},finesilt,23,missing.jpg,missing.jpg; missing.jpg,"fine, well-sorted silt with no clay component",,,
169153918525,Hearth_-_Sediment_Type,Hearth,{cobblebeach},cobblebeach,24,missing.jpg,missing.jpg; missing.jpg,"continuous bed of rounded carbonate nodules, rhizomorphs etc together with rounded pebbles/cobbles of qtz or rock fragments",,,
169153918525,Hearth_-_Sediment_Type,Hearth,{gravelbeach},gravelbeach,25,missing.jpg,missing.jpg; missing.jpg,relatively continuous bed of rounded gravels and coarse sand,,,
169153918525,Hearth_-_Sediment_Type,Hearth,{other},other,26,missing.jpg,missing.jpg; missing.jpg,,,,
169153921930,Hearth_-_Stratigraphic_Unit,Hearth,{Golgol},Golgol,1,missing.jpg,missing.jpg; missing.jpg,deeply weathered sands and clays with strong red colour,,,
169153921930,Hearth_-_Stratigraphic_Unit,Hearth,{ggC},ggC,2,missing.jpg,missing.jpg; missing.jpg,Golgol C horizon: in situ carbonate nodules and sediments cemented together to form distinct pavement (pinkish colour),,,
169153921930,Hearth_-_Stratigraphic_Unit,Hearth,{gglag},gglag,3,missing.jpg,missing.jpg; missing.jpg,"surface lag made up of broken up, angular pieces of pinkish carbonate nodules, root traces etc derived from the Golgol C",,,
169153921930,Hearth_-_Stratigraphic_Unit,Hearth,{B},B,4,missing.jpg,missing.jpg; missing.jpg,Lower Mungo,,,
169153921930,Hearth_-_Stratigraphic_Unit,Hearth,{C},C,5,missing.jpg,missing.jpg; missing.jpg,Upper Mungo,,,
169153921930,Hearth_-_Stratigraphic_Unit,Hearth,{D},D,6,missing.jpg,missing.jpg; missing.jpg,mega-lake sediments,,,
169153921930,Hearth_-_Stratigraphic_Unit,Hearth,{E},E,7,missing.jpg,missing.jpg; missing.jpg,Arumpo/Zanci,,,
169153921930,Hearth_-_Stratigraphic_Unit,Hearth,{F},F,8,missing.jpg,missing.jpg; missing.jpg,unconsolidated sands reworked lunette sediments,,,
169153921930,Hearth_-_Stratigraphic_Unit,Hearth,{G},G,9,missing.jpg,missing.jpg; missing.jpg,Holocene alluvial fans,,,
169153921930,Hearth_-_Stratigraphic_Unit,Hearth,{H},H,10,missing.jpg,missing.jpg; missing.jpg,modern aeolian,,,
169153921930,Hearth_-_Stratigraphic_Unit,Hearth,{I},I,11,missing.jpg,missing.jpg; missing.jpg,modern alluvium,,,
169153921930,Hearth_-_Stratigraphic_Unit,Hearth,{indet},indet,12,missing.jpg,missing.jpg; missing.jpg,stratgraphic unit not yet identified,,,
169153921930,Hearth_-_Stratigraphic_Unit,Hearth,{other},other,13,missing.jpg,missing.jpg; missing.jpg,,,,
169153914742,Hearth_-_Vulnerability_To_Erosion,Hearth,{low},low,1,missing.jpg,missing.jpg; missing.jpg,"On a relatively stable, flat surface or gentle slope that is not being eroded by rills, in well cemented (firm) sediment",,,
169153914742,Hearth_-_Vulnerability_To_Erosion,Hearth,{moderate},moderate,2,missing.jpg,missing.jpg; missing.jpg,"Wider area is being eaten away by ongoing erosion, e.g. near edge of platform exposure, gully head, expanding rill system",,,
169153914742,Hearth_-_Vulnerability_To_Erosion,Hearth,{high},high,3,missing.jpg,missing.jpg; missing.jpg,"High probability of material being removed by erosion, or of the hearth losing its integrity, e.g. relatively steep slope with incipient rills and/or in loose sandy sediment",,,
169153914742,Hearth_-_Vulnerability_To_Erosion,Hearth,{extreme},extreme,4,missing.jpg,missing.jpg; missing.jpg,"Hearth material is in imminent danger of rapid removal and loss, e.g. edge of eroding residual or deep rill, in gully wall, on a steep slope- washed surface, or in loose sandy sediment",,,
169153914742,Hearth_-_Vulnerability_To_Erosion,Hearth,{other},other,5,missing.jpg,missing.jpg; missing.jpg,,,,
169153941130,Hearth_-_Palaeotopographic_Setting,Hearth,{foredune},foredune,1,missing.jpg,missing.jpg; missing.jpg,Stratigraphic layers are sloping towards the lakebed,,,
169153941130,Hearth_-_Palaeotopographic_Setting,Hearth,{backdune},backdune,2,missing.jpg,missing.jpg; missing.jpg,Stratigraphic layers are sloping towards the hinterland,,,
169153941130,Hearth_-_Palaeotopographic_Setting,Hearth,{crest},crest,3,missing.jpg,missing.jpg; missing.jpg,"Crest of dune, stratigraphic layers slope away, towards both lakebed and hinterland",,,
169153941130,Hearth_-_Palaeotopographic_Setting,Hearth,{beach},beach,4,missing.jpg,missing.jpg; missing.jpg,An area of rounded cobbles or gravels in distinct horizon,,,
169153941130,Hearth_-_Palaeotopographic_Setting,Hearth,{spit},spit,5,missing.jpg,missing.jpg; missing.jpg,Projection from dune into lakebed,,,
169153941130,Hearth_-_Palaeotopographic_Setting,Hearth,{lakebed},lakebed,6,missing.jpg,missing.jpg; missing.jpg,Lakebed sediments,,,
169153941130,Hearth_-_Palaeotopographic_Setting,Hearth,{indet},indet,7,missing.jpg,missing.jpg; missing.jpg,Indeterminate,,,
169153941130,Hearth_-_Palaeotopographic_Setting,Hearth,{other},other,8,missing.jpg,missing.jpg; missing.jpg,,,,
169153917766,Hearth_-_Photos,Hearth,,,,,,,,,
169153897922,Hearth_-_Notes,Hearth,,,,,,,,,
169153918196,HearthAssoc_-_Associated_material,Hearth Associated Materials,{lacust},lacust,1,,,"Lacustrine material other than mussel (fish bone, otoliths, etc.)",,,
169153918196,HearthAssoc_-_Associated_material,Hearth Associated Materials,{terrbone},terrbone,2,,,Terrestrial bone material,,,
169153918196,HearthAssoc_-_Associated_material,Hearth Associated Materials,{indetbone},indetbone,3,,,Bone that cannot be identified as terrestrial or fish (e.g. fragments too small),,,
169153918196,HearthAssoc_-_Associated_material,Hearth Associated Materials,{undiagbone},undiagbone,4,,,"Bone present, but fragments too small to preserve diagnostic features",,,
169153918196,HearthAssoc_-_Associated_material,Hearth Associated Materials,{eggshell},eggshell,5,,,"Emu, Genyornis or other eggshell",,,
169153918196,HearthAssoc_-_Associated_material,Hearth Associated Materials,{stoneart},stoneart,6,,,"Chipped, unmodified or ground stone",,,
169153918196,HearthAssoc_-_Associated_material,Hearth Associated Materials,{ochrediss},ochrediss,7,,,"Soft, friable fragments of ochre embedded in sediment",,,
169153918196,HearthAssoc_-_Associated_material,Hearth Associated Materials,{ochrenod},ochrenod,8,,,Hard nodule of ochre with no visible striations or facets,,,
169153918196,HearthAssoc_-_Associated_material,Hearth Associated Materials,{ochrefacet},ochrefacet,9,,,"hard nodule of ochre with facets, indicating use as crayon",,,
169153918196,HearthAssoc_-_Associated_material,Hearth Associated Materials,{otherwork},otherwork,10,,,Other worked or transported material,,,
169153918196,HearthAssoc_-_Associated_material,Hearth Associated Materials,{other},other,11,,,Other material not listed above,,,
169153904877,HearthAssoc_-_Associated_lacustrine_material,Hearth Associated Materials,{fishbone},fishbone,1,,,Fish bone,,,
169153904877,HearthAssoc_-_Associated_lacustrine_material,Hearth Associated Materials,{otoliths},otoliths,2,,,Fish otolith,,,
169153904877,HearthAssoc_-_Associated_lacustrine_material,Hearth Associated Materials,{gastrolith},gastrolith,3,,,Crustacean gastrolith,,,
169153904877,HearthAssoc_-_Associated_lacustrine_material,Hearth Associated Materials,{exoskel},exoskel,4,,,Crustacean exoskeleton,,,
169153904877,HearthAssoc_-_Associated_lacustrine_material,Hearth Associated Materials,{other},other,5,,,,,,
169153914002,HearthAssoc_-_Burnt_lacustrine_material,Hearth Associated Materials,{Yes},Yes,1,,,Calcined or charred material present,,,
169153914002,HearthAssoc_-_Burnt_lacustrine_material,Hearth Associated Materials,{No},No,2,,,No burned material,,,
169153914002,HearthAssoc_-_Burnt_lacustrine_material,Hearth Associated Materials,{indet},indet,3,,,"Cannot determine because material is embedded in sediment, covered with other material or with a sand veneer",,,
169153917942,HearthAssoc_-_Associated_terrestrial_bone,Hearth Associated Materials,{mammal},mammal,1,,,,,,
169153917942,HearthAssoc_-_Associated_terrestrial_bone,Hearth Associated Materials,{birdbone},birdbone,2,,,"If emu, enter in notes",,,
169153917942,HearthAssoc_-_Associated_terrestrial_bone,Hearth Associated Materials,{reptile},reptile,3,,,,,,
169153917942,HearthAssoc_-_Associated_terrestrial_bone,Hearth Associated Materials,{other},other,4,,,,,,
169153917942,HearthAssoc_-_Associated_terrestrial_bone,Hearth Associated Materials,{unident},unident,5,,,Cannot be identified by recorder,,,
169153917942,HearthAssoc_-_Associated_terrestrial_bone,Hearth Associated Materials,{undiag},undiag,6,,,"Does not preserve any diagnostic features (teeth, long bone ends, muscle markings)",,,
169153904482,HearthAssoc_-_Burnt_terrestrial_bone,Hearth Associated Materials,{Yes},Yes,1,,,Calcined or charred material present,,,
169153904482,HearthAssoc_-_Burnt_terrestrial_bone,Hearth Associated Materials,{No},No,2,,,No burned material,,,
169153904482,HearthAssoc_-_Burnt_terrestrial_bone,Hearth Associated Materials,{indet},indet,3,,,"Cannot determine because material is embedded in sediment, covered with other material or with a sand veneer",,,
169153900986,HearthAssoc_-_Associated_eggshell,Hearth Associated Materials,{emu},emu,1,,,Emu eggshell,,,
169153900986,HearthAssoc_-_Associated_eggshell,Hearth Associated Materials,{genyo},genyo,2,,,Genyornis eggshell,,,
169153900986,HearthAssoc_-_Associated_eggshell,Hearth Associated Materials,{other},other,3,,,"Other eggshell, clearly not emu or Genyornis (e.g. duck, swan)",,,
169153900986,HearthAssoc_-_Associated_eggshell,Hearth Associated Materials,{indet},indet,4,,,"Indeterminate eggshell, features unclear due to surface modification",,,
169153903016,HearthAssoc_-_Burnt_eggshell,Hearth Associated Materials,{Yes},Yes,1,,,Calcined or charred material present,,,
169153903016,HearthAssoc_-_Burnt_eggshell,Hearth Associated Materials,{No},No,2,,,No burned material,,,
169153903016,HearthAssoc_-_Burnt_eggshell,Hearth Associated Materials,{indet},indet,3,,,"Cannot determine because material is embedded in sediment, covered with other material or with a sand veneer",,,
169153912685,HearthAssoc_-_Associated_stone_artefacts,Hearth Associated Materials,{cs},cs,1,,,Chipped stone,,,
169153912685,HearthAssoc_-_Associated_stone_artefacts,Hearth Associated Materials,{um},um,2,,,Unmodified stone,,,
169153912685,HearthAssoc_-_Associated_stone_artefacts,Hearth Associated Materials,{ground},ground,3,,,Ground stone,,,
169153912685,HearthAssoc_-_Associated_stone_artefacts,Hearth Associated Materials,{other},other,4,,,,,,
169153911241,HearthAssoc_-_Associated_chipped_stone_artefacts,Hearth Associated Materials,{ru},ru,1,,,Retouched/utilised artefact,,,
169153911241,HearthAssoc_-_Associated_chipped_stone_artefacts,Hearth Associated Materials,{co},co,2,,,Core,,,
169153911241,HearthAssoc_-_Associated_chipped_stone_artefacts,Hearth Associated Materials,{deb},deb,3,,,"Flaking debris, including whole flakes, broken flakes and angular fragments",,,
169153911241,HearthAssoc_-_Associated_chipped_stone_artefacts,Hearth Associated Materials,{hammer},hammer,4,,,Hammerstone,,,
169153911241,HearthAssoc_-_Associated_chipped_stone_artefacts,Hearth Associated Materials,{indet},indet,5,,,Indeterminate,,,
169153911241,HearthAssoc_-_Associated_chipped_stone_artefacts,Hearth Associated Materials,{other},other,6,,,,,,
169153905338,HearthAssoc_-_Associated_retouched_artefacts,Hearth Associated Materials,{notch},notch,1,,,Retouch that creates one or more concavities along the margin of the tool,,,
169153905338,HearthAssoc_-_Associated_retouched_artefacts,Hearth Associated Materials,{scraper},scraper,2,,,Flake with one or more margins of retouch,,,
169153905338,HearthAssoc_-_Associated_retouched_artefacts,Hearth Associated Materials,{backed},backed,3,,,"Tool with steep, blunting retouch along one margin",,,
169153905338,HearthAssoc_-_Associated_retouched_artefacts,Hearth Associated Materials,{unifpt},unifpt,4,,,"Retouch on one or more margins, which converge to a point in plan view, initiated from a single surface",,,
169153905338,HearthAssoc_-_Associated_retouched_artefacts,Hearth Associated Materials,{bifacpt},bifacpt,5,,,"Retouch on one or more margins, which converge to a point in plan view, initiated from two surfaces",,,
169153905338,HearthAssoc_-_Associated_retouched_artefacts,Hearth Associated Materials,{otherru},otherru,6,,,Any other type of retouch or use-wear,,,
169153905338,HearthAssoc_-_Associated_retouched_artefacts,Hearth Associated Materials,{other},other,7,,,,,,
169153905206,HearthAssoc_-_Associated_unmodified_stone,Hearth Associated Materials,{nodule},nodule,1,,,Nodular or rounded cobble,,,
169153905206,HearthAssoc_-_Associated_unmodified_stone,Hearth Associated Materials,{slab},slab,2,,,Angular piece,,,
169153905206,HearthAssoc_-_Associated_unmodified_stone,Hearth Associated Materials,{pebble},pebble,3,,,"Small nodular or rounded piece, unlikely to be useful for artefact manufacture",,,
169153905206,HearthAssoc_-_Associated_unmodified_stone,Hearth Associated Materials,{other},other,4,,,,,,
169153914108,HearthAssoc_-_Ground_stone_types_present,Hearth Associated Materials,{millstone},millstone,1,,,"Large, concave to flattish ground surface",,,
169153914108,HearthAssoc_-_Ground_stone_types_present,Hearth Associated Materials,{muller},muller,2,,,Convex surface with facet from back and forth motion,,,
169153914108,HearthAssoc_-_Ground_stone_types_present,Hearth Associated Materials,{mortar},mortar,3,,,A circular or oval basin,,,
169153914108,HearthAssoc_-_Ground_stone_types_present,Hearth Associated Materials,{pestle},pestle,4,,,A cobble with convex of flattish ground end,,,
169153914108,HearthAssoc_-_Ground_stone_types_present,Hearth Associated Materials,{grooved},grooved,5,,,Single or multiple grooves,,,
169153914108,HearthAssoc_-_Ground_stone_types_present,Hearth Associated Materials,{amorph},amorph,6,,,"Poorly defined, or small, discontinuous ground surface, not matching any of the above",,,
169153914108,HearthAssoc_-_Ground_stone_types_present,Hearth Associated Materials,{undiag},undiag,7,,,"Fragmentary, not complete enough to distinguish nature of ground surface",,,
169153914108,HearthAssoc_-_Ground_stone_types_present,Hearth Associated Materials,{unident},unident,8,,,Artefact is too deeply buried to determine type,,,
169153914108,HearthAssoc_-_Ground_stone_types_present,Hearth Associated Materials,{other},other,9,,,,,,
169153902925,HearthAssoc_-_Ground_stone_status,Hearth Associated Materials,{whole},whole,1,,,,,,
169153902925,HearthAssoc_-_Ground_stone_status,Hearth Associated Materials,{fragment},fragment,2,,,,,,
169153902925,HearthAssoc_-_Ground_stone_status,Hearth Associated Materials,{refit},refit,3,,,"Broken fragments can be refitted back together and/or texture, colour, thickness and/or surface modifications suggest that they are part of the same artefact",,,
169153902925,HearthAssoc_-_Ground_stone_status,Hearth Associated Materials,{other},other,4,,,,,,
169153920143,HearthAssoc_-_Chipped_Stone_Raw_Material,Hearth Associated Materials,{silcfine},silcfine,1,,,Quartz grains in the matrix are < 0.25 mm,,,
169153920143,HearthAssoc_-_Chipped_Stone_Raw_Material,Hearth Associated Materials,{silcmed},silcmed,2,,,Quartz grains in the matrix are 0.25 -- 0.5 mm,,,
169153920143,HearthAssoc_-_Chipped_Stone_Raw_Material,Hearth Associated Materials,{silccoarse},silccoarse,3,,,Quartz grains in the matrix are > 0.5mm,,,
169153920143,HearthAssoc_-_Chipped_Stone_Raw_Material,Hearth Associated Materials,{silcmicroxtal},silcmicroxtal,4,,,Naked eye cannot identify grains in the matrix,,,
169153920143,HearthAssoc_-_Chipped_Stone_Raw_Material,Hearth Associated Materials,{qtzite},qtzite,5,,,"Sugary texture, variable grain size and colour",,,
169153920143,HearthAssoc_-_Chipped_Stone_Raw_Material,Hearth Associated Materials,{qtz},qtz,6,,,"A clear, white, milky white or rose coloured mineral",,,
169153920143,HearthAssoc_-_Chipped_Stone_Raw_Material,Hearth Associated Materials,{other},other,7,,,"If material can be identified, enter into notes",,,
169153920143,HearthAssoc_-_Chipped_Stone_Raw_Material,Hearth Associated Materials,{indet},indet,8,,,Material could not be identified,,,
169153912967,HearthAssoc_-_Unmodified_Raw_Material,Hearth Associated Materials,{silcfine},silcfine,1,,,Quartz grains in the matrix are < 0.25 mm,,,
169153912967,HearthAssoc_-_Unmodified_Raw_Material,Hearth Associated Materials,{silcmed},silcmed,2,,,Quartz grains in the matrix are 0.25 -- 0.5 mm,,,
169153912967,HearthAssoc_-_Unmodified_Raw_Material,Hearth Associated Materials,{silccoarse},silccoarse,3,,,Quartz grains in the matrix are > 0.5mm,,,
169153912967,HearthAssoc_-_Unmodified_Raw_Material,Hearth Associated Materials,{silcmicroxtal},silcmicroxtal,4,,,Naked eye cannot identify grains in the matrix,,,
169153912967,HearthAssoc_-_Unmodified_Raw_Material,Hearth Associated Materials,{ironst},ironst,5,,,Sedimentary rock containing iron rich minerals,,,
169153912967,HearthAssoc_-_Unmodified_Raw_Material,Hearth Associated Materials,{sandst},sandst,6,,,A clastic sedimentary rock made up of sand-sized minerals or grains,,,
169153912967,HearthAssoc_-_Unmodified_Raw_Material,Hearth Associated Materials,{other},other,7,,,"If material can be identified, enter into notes",,,
169153912967,HearthAssoc_-_Unmodified_Raw_Material,Hearth Associated Materials,{indet},indet,8,,,Material could not be identified,,,
169153881878,HearthAssoc_-_Ground_stone_raw_material,Hearth Associated Materials,{sandst},sandst,1,,,A clastic sedimentary rock made up of sand-sized minerals or grains,,,
169153881878,HearthAssoc_-_Ground_stone_raw_material,Hearth Associated Materials,{quartzite},quartzite,2,,,"Metamorphosed sandstone, has a sugary texture",,,
169153881878,HearthAssoc_-_Ground_stone_raw_material,Hearth Associated Materials,{ironst},ironst,3,,,Sedimentary rock containing iron rich minerals,,,
169153881878,HearthAssoc_-_Ground_stone_raw_material,Hearth Associated Materials,{other},other,4,,,"If material can be identified, enter into notes",,,
169153881878,HearthAssoc_-_Ground_stone_raw_material,Hearth Associated Materials,{indet},indet,5,,,Material could not be identified,,,
169153904231,HearthAssoc_-_Associated_other_worked_(or_transported)_material,Hearth Associated Materials,{bonemod},bonemod,1,,,"Bone with ground or polished surface(s), may be bevelled or pointed at one or both ends",,,
169153904231,HearthAssoc_-_Associated_other_worked_(or_transported)_material,Hearth Associated Materials,{shellmod},shellmod,2,,,Shell with notches or other evidence of working or use along one or more margins,,,
169153904231,HearthAssoc_-_Associated_other_worked_(or_transported)_material,Hearth Associated Materials,{eggmod},eggmod,3,,,"Eggshell with modified surface, e.g. tooth mark or drill hole",,,
169153904231,HearthAssoc_-_Associated_other_worked_(or_transported)_material,Hearth Associated Materials,{ochrediss},ochrediss,4,,,Flecks or fragments of ochre disseminated through the sediment,,,
169153904231,HearthAssoc_-_Associated_other_worked_(or_transported)_material,Hearth Associated Materials,{ochrenod},ochrenod,5,,,Small nodule of ochre,,,
169153904231,HearthAssoc_-_Associated_other_worked_(or_transported)_material,Hearth Associated Materials,{ochrefacet},ochrefacet,6,,,"Ochre with facets, indicating use as crayon",,,
169153904231,HearthAssoc_-_Associated_other_worked_(or_transported)_material,Hearth Associated Materials,{qtzxal},qtzxtal,7,,,Unworked quartz crystal,,,
